Site,Participant_ID,RowNumber,session_id,age,backcount1,backcount10,backcount2,backcount3,backcount4,backcount5,backcount6,backcount7,backcount8,backcount9,big5_01,big5_02,big5_03,big5_04,big5_05,big5_06,big5_07,big5_08,big5_09,big5_10,elm_01,elm_02,elm_03,elm_04,elm_05,ethnicity,gender,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06,intrinsic_07,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,kposition,kratio,lposition,lratio,major,mcdv1,mcdv2,mcfiller1,mcfiller2,mcfiller3,mood_01,mood_02,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nposition,nratio,pate_01,pate_02,pate_03,pate_04,pate_05,rposition,rratio,sarcasm,selfesteem_01,stress_01,stress_02,stress_03,stress_04,tempest1,tempest2,tempest3,tempfollowup1,tempfollowup2,tempfollowup3,vposition,vratio,year,Station,Date.x,Experimenter,Temperatureinlab,OrderofTasks,ClipboardWeight,IIResponse,SRCondition,SRMeetingResponse,SRConfidenceResponse,StartDate.x,EndDate,NumberofDays,Pool2a,Pool2b,Pool2c,Pool2d,Pool3,Pool4,Pool5a,Pool6,Pool7b,Pool7c,Pool7d,Pool8,Pool9,Pool10,Pool11,Pool12,Pool13,Pool14,Pool15,Pool16a,Pool16b,Pool17,Pool18,Pool19a,Pool19b,ClipBoardMaterial,Persistence,anagrams_order,attention_order,availinstruct_order,availk_order,availl_order,availn_order,availr_order,availv_order,bigfive_order,debrief_order,demographics_order,elmques_order,filler1_order,filler2_order,galinskyvignette_order,inlab_order,intrinsic_order,mcfiller_order,moninvignette_order,mood_order,nfc_order,participantid_order,participation_order,selfesteem_order,startpage_order,stress_order,stroop_order,stroopinstructions_order,stroopinstructionstest_order,stroopprac_order,tempestimate_order,tempfollowup_order,welcome_order,DateComputer,TimeComputer,MonthComputer,DayComputer,YearComputer,DaysSinceMonthComputer,DaysSinceAugComputer,DaysSinceMonthLab,DaysSinceAugLab,DaysSinceMonthStart,DaysSinceAugStart,DaysInComp,DaysInLab,AttentionCheck,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Intrinsic,Mood,NFC,ReportedAttention,ReportedEffort,SelfEsteem,Stress,PowerCond,CredCond,Genderfactor,SubDistCond,K1st,L1st,N1st,R1st,V1st,AvailFirst,AvailSign,TempCond4,TempCond,TargetGender,ArgumentQuality,NFCcenter,ELMCond,CBReject
PennStateAbington,47,2703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,9/16/2014,JMM,71,SR-II,10,6,C,Saturday,3,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,47,0,24,,0.232323232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
PennStateAbington,48,457,7423574,18,357,330,354,351,348,345,342,339,336,333,3,5,5,5,4,6,5,6,3,4,6,5,7,5,4,6,1,2,3,2,3,4,3,3,3,4,4,4,1,4,4,4,1,4,2,7,psychology,1,1,2,0,1,4,3,3,4,2,4,5,2,2,7,3,3,1,1,1,2,4,2,3,4,2,2,4,70,5,3,6,6,4,2,1,1,E1,9/16/2014,JMM,70,SR-II,20,7,C,Friday,4,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,166.9999938,20,29,7,9,8,11,12,10,28,36,35,22,24,25,26,2,34,14,15,30,31,37,27,32,0,33,6,3,5,4,18,17,1,9/16/2014,16:15,9,16,14,31,47,31,47,0,24,0.232323232,0.232323232,Fail,4,3.5,2.5,4,5,3.066666667,4.5,3.666666667,3,3,3,4,LowPower,NoCredentials,Female,BestGrade,1,0,0,0,0,1,-,AgenticFemale,Agentic,FemaleTarget,5.4,0.484126984,1,0
PennStateAbington,49,458,7423642,21,357,331,354,351,348,345,342,339,336,333,5,4,7,2,7,4,1,1,7,7,9,6,5,5,4,7,1,2,2,1,2,2,2,3,3,4,4,1,4,4,4,4,2,2,1,3,Administration of Justice,0,3,1,0,1,4,4,1,3,3,3,1,3,2,2,3,3,1,1,2,1,3,6,7,1,5,5,1,65,5,2,4,7,1,1,3,3,E1,9/16/2014,JMM,70,II-SR,10,7,A,Friday,3,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,66.99999492,18,33,2,6,5,3,7,4,31,36,35,17,9,10,11,12,27,14,15,28,32,37,29,30,0,34,25,22,24,23,21,20,1,9/16/2014,16:55,9,16,14,31,47,31,47,0,24,0.232323232,0.232323232,Pass,4,7,4.5,2.5,1.5,2.8,4,2.333333333,3,3,7,1,HighPower,NoCredentials,Female,WorstGrade,0,1,0,1,1,3,+,CommunalMale,Communal,MaleTarget,5.8,-0.849206349,-1,0
PennStateAbington,5,182,7392215,18,357,331,354,351,349,346,343,340,337,334,5,6,7,7,7,7,7,6,3,5,6,7,6,5,7,6,1,2,1,1,2,3,3,3,3,3,3,3,2,3,3,3,1,20,1,10,Psychology,0,2,2,0,1,2,2,3,4,2,1,3,3,2,10,3,4,1,1,1,2,20,1,5,3,3,4,2,72,6,4,6,6,5,1,10,1,E1,9/2/2014,MJB,68,II-SR,10,6,C,Friday,5,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,224.0000008,8,32,9,14,12,13,10,11,31,36,35,3,16,17,18,7,34,20,21,29,30,37,28,27,0,33,26,23,25,24,6,5,1,9/2/2014,14:23,9,2,14,31,33,31,33,0,24,0.090909091,0.090909091,Pass,5,4.5,3,4.5,6,2.4,6,2.666666667,3,4,5,2.5,LowPower,NoCredentials,Female,WorstGrade,1,1,0,0,1,3,+,CommunalMale,Communal,MaleTarget,6.2,-0.515873016,-1,0
PennStateAbington,50,2708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,9/16/2014,JMM,70,II-SR,20,7,A,Monday,4,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,47,0,24,,0.232323232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
PennStateAbington,51,460,7423665,22,357,330,354,351,348,345,342,339,336,333,6,4,4,4,4,4,4,4,4,4,5,5,5,5,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,2,10,,-1,-2,1,1,1,4,4,3,3,3,3,3,3,1,0,2,3,1,5,1,2,10,1,,,3,3,,70,3,3,3,3,4,1,0,3,B1,9/16/2014,JMM,70,SR-II,10,3,B,Friday,5,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,87.99999794,12,33,2,6,3,5,4,7,29,36,35,23,9,10,11,13,34,25,26,32,30,37,31,28,0,27,17,14,16,15,21,20,1,9/16/2014,16:51,9,16,14,31,47,31,47,0,24,0.232323232,0.232323232,Fail,4,4,5,4,4,2.133333333,4,3,2,3,,,HighPower,Credentials,Female,BestGrade,1,0,1,0,1,3,+,CommunalFemale,Communal,FemaleTarget,5,-0.182539683,-1,0
PennStateAbington,52,510,7427759,18,357,330,354,351,348,345,342,339,336,333,3,5,4,2,5,6,5,3,7,2,6,4,4,5,5,6,2,2,2,2,3,3,2,3,3,4,3,3,2,3,2,4,2,6,1,8,Kinesology,1,1,2,0,1,3,2,3,4,2,3,4,2,2,6,4,4,1,1,2,1,3,3,6,3,4,4,2,70,5,3,6,5,4,2,7,1,E1,9/18/2014,MA,72,SR-II,20,6,B,Friday,3,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,241.0000042,6,33,17,19,22,20,18,21,27,36,35,11,24,25,26,16,31,8,9,34,32,37,30,29,0,28,15,12,14,13,5,4,1,9/18/2014,10:01,9,18,14,31,49,31,49,0,24,0.252525253,0.252525253,Pass,5.5,4.5,2.5,4,1.5,2.733333333,5.5,3.333333333,4,4,6,2.25,HighPower,Credentials,Male,WorstGrade,0,1,0,1,0,2,-,AgenticMale,Agentic,MaleTarget,4.8,0.150793651,-1,0
PennStateAbington,53,512,7427800,21,357,,354,351,258,255,252,,,,6,4,5,4,6,1,7,1,5,1,4,3,,7,,1,,3,2,2,4,3,2,2,3,2,4,4,2,4,4,4,2,,2,7,psychological and social sciences,0,1,1,0,1,2,2,3,1,1,2,3,2,1,5,4,5,1,4,1,2,,3,5,5,2,1,5,72,2,2,7,4,2,2,,3,B1,9/18/2014,MA,72,II-SR,10,7,C,Friday,5,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,239.9999932,10,29,21,26,25,24,22,23,33,36,35,19,12,13,14,20,30,16,17,28,32,37,31,27,0,34,5,2,4,3,9,8,1,9/18/2014,10:42,9,18,14,31,49,31,49,0,24,0.252525253,0.252525253,Pass,6.5,6,6.5,5.5,3.5,3.133333333,6,3.666666667,4,5,5,4.75,HighPower,NoCredentials,,WorstGrade,0,0,1,0,0,1,-,AgenticMale,Agentic,MaleTarget,,0.484126984,1,0
PennStateAbington,54,562,7434594,19.5,357,330,354,351,348,345,342,339,336,333,7,5,7,5,7,4,7,3,6,2,8,8,8,7,8,6,1,3,3,2,3,3,2,3,3,3,3,3,3,3,1,3,2,3,1,2,corporate communications,1,2,2,3,2,4,3,3,2,4,4,4,3,2,5,5,5,1,1,4,2,4,1,7,2,4,4,2,70,5,3,7,6,5,2,3,2,E1,9/22/2014,MA,68,II-SR,20,6,C,Monday,4,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,239.9999932,26,31,11,12,13,16,15,14,30,36,35,25,3,4,5,9,33,18,19,29,28,37,34,27,0,32,23,20,22,21,8,7,1,9/22/2014,11:34,9,22,14,31,53,31,53,0,24,0.292929293,0.292929293,Fail,6.5,6,5.5,5,3.5,2.733333333,4.5,3.333333333,5,5,7,2,,Credentials,Female,WorstGrade,0,1,0,0,0,1,-,CommunalMale,Communal,MaleTarget,7.8,0.150793651,1,0
PennStateAbington,55,563,7434600,18,357,330,354,351,348,345,342,339,336,333,6,2,6,5,6,6,6,2,5,1,8,5,8,7,6,4,2,2,2,2,2,3,2,3,4,2,4,4,1,2,3,4,1,3,2,15,,0,2,2,1,1,4,4,2,4,2,3,4,3,2,18,4,5,1,1,3,2,20,4,4,3,4,2,3,76,4,3,7,7,5,1,3,1,B1,9/22/2014,MA,70,SR-II,10,,A,Friday,5,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,239.9999932,9,31,14,19,18,17,16,15,34,36,35,7,24,25,26,8,29,21,22,30,33,37,27,28,0,32,5,2,4,3,12,11,1,9/22/2014,11:35,9,22,14,31,53,31,53,0,24,0.292929293,0.292929293,Fail,6.5,6,4,6,4,2.666666667,4,3,4,5,4,3,,NoCredentials,Male,,1,0,0,0,1,2,-,CommunalMale,Communal,MaleTarget,6.8,-0.182539683,1,0
PennStateAbington,56,566,7434668,19,357,327,355,351,347,344,341,337,335,331,7,4,7,7,7,7,7,1,7,1,7,8,7,6,4,1,1,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,,,1,1,,0,3,3,2,1,4,4,4,2,3,2,3,3,1,1,4,2,1,2,3,2,3,2,7,3,2,1,4,57,3,2,7,7,7,2,3,2,B1,9/22/2014,MA,70,SR-II,20,7,A,Saturday,4,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,62.00000066,26,31,2,3,6,4,5,7,34,36,35,21,14,15,16,9,29,11,12,28,27,37,30,32,0,33,25,22,24,23,19,18,1,9/22/2014,12:03,9,22,14,31,53,31,53,0,24,0.292929293,0.292929293,Fail,7,7,4,5.5,4,3.666666667,4,3.166666667,4,2,7,4,HighPower,NoCredentials,Female,WorstGrade,,1,1,0,0,,,AgenticFemale,Agentic,FemaleTarget,6.4,-0.015873016,-1,0
PennStateAbington,57,565,7434663,19,357,330,354,351,348,345,342,339,336,333,5,3,5,5,6,4,7,2,4,1,5,6,5,4,5,6,1,2,2,1,3,3,4,3,3,3,4,4,3,4,4,4,2,30,1,20,Psychology,0,2,1,0,2,3,3,3,2,3,2,4,2,1,15,4,4,1,2,3,1,25,2,5,3,4,3,3,70,6,4,7,7,6,2,50,1,E1,9/22/2014,MA,68,II-SR,10,6,B,Saturday,4,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,97.0000013,2,27,10,11,12,15,13,14,33,36,35,17,24,25,26,18,32,5,6,34,29,37,31,30,0,28,22,19,21,20,9,8,1,9/22/2014,11:55,9,22,14,31,53,31,53,0,24,0.292929293,0.292929293,Pass,6.5,5.5,4.5,6,4.5,2.866666667,5,3.333333333,4,4,5,2.75,LowPower,Credentials,Female,WorstGrade,0,1,1,1,0,3,+,CommunalMale,Communal,MaleTarget,5,0.150793651,-1,0
PennStateAbington,58,580,7436844,21,357,330,354,351,348,345,342,339,336,333,5,5,5,4,5,6,6,3,5,3,8,7,7,8,6,6,1,3,,,,,,,,,,,,,,,2,0,1,0,Psychology,0,3,2,1,2,4,4,,5,4,3,2,2,1,5,5,3,1,2,3,1,1,3,6,3,3,3,3,65,4,2,7,6,4,2,3,4,E1,9/23/2014,MJB,68,II-SR,20,7,B,Saturday,4,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,132.9999959,16,34,6,10,11,7,9,8,30,36,35,19,3,4,5,17,31,21,22,28,29,37,27,32,0,33,15,12,14,13,25,24,1,9/23/2014,8:38,9,23,14,31,54,31,54,0,24,0.303030303,0.303030303,Fail,5,5,3.5,4.5,3.5,,4,,5,3,6,3,LowPower,Credentials,Female,WorstGrade,0,1,1,1,0,3,+,CommunalMale,Communal,MaleTarget,7.2,,1,0
PennStateAbington,59,584,7437014,20,357,330,354,351,348,345,355342,339,336,333,5,3,2,5,3,5,6,2,5,5,8,6,8,6,6,asian,1,2,2,1,2,2,4,3,3,2,3,2,2,3,2,4,2,7,2,7,business,2,-1,1,2,1,4,3,4,4,4,2,4,2,1,3,4,4,1,1,1,1,2,5,5,2,3,3,4,60,5,4,6,5,4,2,6,2,B1,9/23/2014,MA,70,SR-II,10,3,C,Monday,1,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,78.00000189,2,31,15,19,18,16,17,20,30,36,35,23,9,10,11,3,29,13,14,32,28,37,27,34,0,33,7,4,6,5,26,25,1,9/23/2014,10:35,9,23,14,31,54,31,54,0,24,0.303030303,0.303030303,Fail,3,4,4,5.5,4,2.2,4.5,3,4,4,5,3,LowPower,Credentials,Female,BestGrade,0,0,1,1,0,2,-,AgenticFemale,Agentic,FemaleTarget,6.8,-0.182539683,-1,0
PennStateAbington,6,186,7392329,18,,330,354,351,348,345,342,339,336,333,5,5,6,2,7,2,5,1,6,1,5,7,5,4,6,6,1,2,2,3,4,4,1,2,3,3,4,3,4,4,3,3,,,1,0,Biology,0,3,2,1,1,1,1,3,2,4,4,4,3,,,3,3,3,1,1,,,2,6,2,4,4,4,65,4,3,,,,2,15,1,E1,9/2/2014,JMM,70,II-SR,20,7,C,Friday,4,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,136.0000022,22,32,3,4,8,5,6,7,28,36,35,10,24,25,26,2,27,17,18,34,30,37,31,33,0,29,15,12,14,13,21,20,1,9/2/2014,14:55,9,2,14,31,33,31,33,0,24,0.090909091,0.090909091,Fail,7,6.5,5.5,4,2,3.266666667,7,3.333333333,3,3,6,2.5,LowPower,NoCredentials,Female,WorstGrade,,1,,,0,,,CommunalMale,Communal,MaleTarget,5.4,0.150793651,-1,0
PennStateAbington,60,583,7437001,19,357,330,354,351,348,345,342,339,336,333,6,3,6,5,7,5,6,3,6,2,4,3,6,4,6,1,2,3,3,2,4,4,2,2,4,3,4,4,4,3,2,4,1,,2,5,psychology,0,1,2,1,2,2,3,4,5,3,5,5,4,1,,4,4,1,2,2,,,3,6,3,4,5,3,78,4,3,7,6,5,1,3,2,E1,9/23/2014,MA,70,SR-II,20,7,C,Friday,5,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,143.0000007,9,29,17,22,21,18,19,20,28,36,35,15,3,4,5,23,27,25,26,32,34,37,30,31,0,33,13,10,12,11,8,7,1,9/23/2014,10:36,9,23,14,31,54,31,54,0,24,0.303030303,0.303030303,Pass,6.5,5.5,4.5,5.5,3.5,3.333333333,5.5,3.333333333,4,4,6,2.25,HighPower,NoCredentials,Male,BestGrade,1,0,1,,1,,,CommunalFemale,Communal,FemaleTarget,4.6,0.150793651,-1,0
PennStateAbington,61,585,7437120,18,357,330,354,351,348,345,342,339,336,333,3,2,6,7,7,7,6,5,7,3,6,6,7,8,6,7,1,2,2,2,2,2,4,2,3,2,4,4,2,3,4,3,2,30,1,1,pschology,0,3,1,0,1,4,4,2,2,5,4,4,2,2,70,4,4,1,1,1,1,1,1,2,3,2,3,3,70,4,3,7,6,4,2,3,1,B1,9/23/2014,MA,70,II-SR,20,7,A,Friday,5,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,93.99999431,16,27,17,20,21,22,18,19,29,36,35,15,10,11,12,26,30,24,25,32,28,37,31,33,0,34,5,2,4,3,8,7,1,9/23/2014,11:00,9,23,14,31,54,31,54,0,24,0.303030303,0.303030303,Pass,6,4.5,2,6,4,2.6,4,3.166666667,4,4,2,3.25,LowPower,NoCredentials,Female,BestGrade,0,1,0,1,0,2,-,AgenticFemale,Agentic,FemaleTarget,6.6,-0.015873016,-1,0
PennStateAbington,62,586,7437123,20,357,331,354,351,349,346,343,340,337,334,3,1,7,5,5,5,7,3,3,7,6,4,4,7,6,6,1,1,1,1,3,2,4,4,3,2,4,3,3,3,3,3,2,25,1,5,Psychology,-1,-1,1,0,2,5,5,2,5,5,1,2,4,1,8,3,3,1,2,2,1,6,4,3,4,3,3,3,72,3,3,6,6,2,1,2,2,E1,9/23/2014,MA,70,II-SR,10,6,A,Friday,4,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,60.99999854,3,34,8,9,10,12,13,11,33,36,35,22,5,6,7,26,29,19,20,30,27,37,31,32,0,28,17,14,16,15,25,24,1,9/23/2014,11:00,9,23,14,31,54,31,54,0,24,0.303030303,0.303030303,Fail,3,6,3,7,5,2.266666667,3,1.5,3,3,3,3.25,LowPower,Credentials,Female,WorstGrade,0,1,1,1,1,4,+,AgenticFemale,Agentic,FemaleTarget,5.4,-1.682539683,-1,0
PennStateAbington,63,2721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1,9/23/2014,MJB,70,SR-II,10,6,B,Friday,5,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,54,0,24,,0.303030303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
PennStateAbington,64,588,7437184,44,357,330,354,351,348,345,342,339,336,333,5,1,6,2,7,3,6,2,7,2,8,8,9,9,9,6,2,3,3,2,3,2,2,2,3,3,3,4,4,4,3,3,2,2,2,3,Non degree,2,2,1,1,2,2,2,3,2,3,3,5,1,1,5,5,5,1,4,3,2,2,6,6,2,5,3,2,70,4,3,6,6,3,1,0,continuing studies,B1,9/23/2014,MJB,69,SR-II,20,5,B,Friday,5,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,68.99999916,16,28,20,22,21,25,24,23,29,36,35,3,5,6,7,26,32,18,19,30,34,37,27,33,0,31,11,8,10,9,14,13,1,9/23/2014,11:36,9,23,14,31,54,31,54,0,24,0.303030303,0.303030303,Pass,6.5,6,5,6.5,1.5,3.066666667,6,3.833333333,5,5,6,2,LowPower,NoCredentials,Male,WorstGrade,0,0,1,0,1,2,-,AgenticMale,Agentic,MaleTarget,8.6,0.650793651,1,0
PennStateAbington,65,589,7437194,20,357,330,354,351,348,345,342,339,336,333,6,6,5,2,7,1,1,6,5,7,4,4,6,5,6,1,1,3,3,2,4,3,2,2,4,3,4,3,3,2,4,4,2,5,1,2,psychology,0,3,2,0,2,3,3,3,1,2,4,4,5,2,0,3,4,1,4,3,,,3,5,4,5,3,4,70,6,2,7,7,6,2,1,2,B1,9/23/2014,MJB,69,II-SR,10,5,C,Friday,4,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,137.000005,26,28,7,9,10,11,8,12,34,36,35,6,18,19,20,25,32,14,15,30,33,37,29,27,0,31,24,21,23,22,4,3,1,9/23/2014,11:37,9,23,14,31,54,31,54,0,24,0.303030303,0.303030303,Pass,4,3.5,6.5,1.5,2.5,3.2,5,3.5,3,4,5,3,,NoCredentials,Female,BestGrade,0,1,0,,0,,,CommunalFemale,Communal,FemaleTarget,5,0.317460317,-1,0
PennStateAbington,66,590,7437254,18,357,331,354,351,349,346,343,340,337,334,7,5,5,2,6,6,6,5,6,1,5,5,3,5,2,Haitian,1,,,,,,,,,,,,,,,,1,3,1,2,Business,0,3,1,1,1,4,4,2,1,4,4,4,1,1,4,3,3,1,1,1,1,3,6,5,,,,,75,6,4,7,7,6,2,8,1,B1,9/23/2014,MJB,70,II-SR,20,7,C,Friday,5,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,240.0000014,18,29,8,12,13,9,10,11,27,36,35,7,15,16,17,2,32,4,5,28,30,37,33,34,0,31,22,19,21,20,26,25,1,9/23/2014,12:09,9,23,14,31,54,31,54,0,24,0.303030303,0.303030303,Fail,6.5,4,4.5,4.5,2,,4,3.666666667,3,3,5,,,,Female,WorstGrade,1,1,1,1,0,4,+,AgenticFemale,Agentic,FemaleTarget,4,0.484126984,1,0
PennStateAbington,67,598,7437696,18,357,332,355,352,349,346,343,340,337,335,6,4,6,3,6,2,7,4,7,5,7,9,6,6,6,4,1,2,1,1,3,4,2,3,3,3,3,4,4,4,3,4,2,1,2,2,Nursing,0,3,3,3,2,1,1,4,3,3,4,3,3,2,6,4,4,1,1,2,2,4,4,6,3,2,5,3,65,5,3,4,6,3,2,1,1,E1,9/23/2014,MA,66,SR-II,10,7,A,Friday,5,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,90.99999613,2,32,20,25,23,21,22,24,31,36,35,8,4,5,6,9,33,11,12,30,29,37,27,28,0,34,19,16,18,17,15,14,1,9/23/2014,13:55,9,23,14,31,54,31,54,0,24,0.303030303,0.303030303,Fail,4.5,5,6,5.5,2,2.933333333,7,3.333333333,4,4,6,2.75,LowPower,NoCredentials,Female,BestGrade,0,0,0,0,0,0,-,AgenticFemale,Agentic,FemaleTarget,6.8,0.150793651,1,0
PennStateAbington,68,599,7437724,20,357,330,354,351,348,345,342,339,336,333,4,2,7,5,4,5,7,1,4,3,4,4,1,4,5,4,1,2,2,2,2,3,2,3,2,2,4,4,3,4,2,4,1,10,2,10,Psychology,0,3,1,0,1,4,4,3,3,2,4,3,4,2,10,3,3,2,1,2,2,10,2,5,3,3,3,4,75,6,3,6,4,1,2,1,2,B1,9/23/2014,MA,70,SR-II,20,6,A,Friday,5,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,47.00000219,9,32,11,15,12,13,14,16,28,36,35,3,5,6,7,8,27,18,19,34,33,37,30,29,0,31,23,20,22,21,26,25,1,9/23/2014,14:13,9,23,14,31,54,31,54,0,24,0.303030303,0.303030303,Fail,4.5,7,3.5,6.5,4.5,2.733333333,4,3.166666667,3,3,5,3.25,HighPower,NoCredentials,Female,WorstGrade,1,0,0,0,0,1,-,AgenticMale,Agentic,MaleTarget,3.6,-0.015873016,-1,0
PennStateAbington,69,604,7437807,20,357,331,354,351,349,346,343,340,337,334,7,4,7,2,7,1,7,1,7,1,5,5,7,3,5,2,1,3,3,3,4,3,3,2,4,3,4,4,4,2,2,2,2,7,1,2,Biology,0,3,1,0,3,1,1,3,1,1,3,3,1,2,6,5,5,1,1,3,1,4,4,7,3,2,4,1,65,5,3,7,7,4,2,3,2,E1,9/23/2014,MA,68,II-SR,10,6,B,Friday,5,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,139.9999938,5,33,17,22,18,20,19,21,29,36,35,3,24,25,26,6,30,8,9,34,32,37,28,31,0,27,13,10,12,11,16,15,1,9/23/2014,14:48,9,23,14,31,54,31,54,0,24,0.303030303,0.303030303,Fail,7,7,7,5.5,1.5,3.066666667,7,4,5,5,7,2.5,LowPower,Credentials,Female,BestGrade,0,1,0,1,0,2,-,AgenticFemale,Agentic,FemaleTarget,5,0.817460317,-1,0
PennStateAbington,7,191,7392407,19,357,330,354,351,348,345,342,339,336,333,3,4,5,5,5,5,5,4,4,4,5,4,5,5,6,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,6,2,7,Communications Science and Disorders,0,2,2,1,1,3,3,2,4,3,4,4,3,1,4,3,3,1,1,2,2,18,3,3,3,3,3,2,70,3,2,6,6,4,2,,2,B1,9/2/2014,JMM,70,SR-II,10,7,A,Friday,4,8/24/2014,12/1/2014,99,1,0,1,0,3,0.5,1,0,0,1,0,0,1,1,2,10,350,850,50,1,0,3,1,1,0.1,Plastic,240.000002,14,33,15,17,16,19,18,20,34,36,35,22,3,4,5,6,31,8,9,28,29,37,27,30,0,32,13,10,12,11,26,25,1,9/2/2014,15:28,9,2,14,31,33,31,33,0,24,0.090909091,0.090909091,Fail,4.5,4.5,3,4.5,4.5,2.2,5,3,3,3,3,2.75,HighPower,NoCredentials,Female,BestGrade,0,0,1,0,0,1,-,CommunalFemale,Communal,FemaleTarget,5,-0.182539683,1,0
